,method,path,body,single_q,double_q,dashes,braces,spaces,badWords,type,prediction_label,prediction_score
1152,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1153,GET,/static/app/controllers/,,0,0,0,0,0,6,0,0,1.0
1154,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1155,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1156,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1157,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=1%20waitfor%20delay%20'0:0:12'%20--%20&message=20&subject=product,2,0,1,0,7,2,0,0,1.0
1158,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1159,GET,/static/app/controllers/,,0,0,0,0,0,18,0,0,1.0
1160,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1161,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1162,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=vk5cFZgm';%20waitfor%20delay%20'0:0:18'%20--%20&message=20&subject=product,3,0,1,0,7,2,0,0,1.0
1163,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1164,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1165,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1166,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1167,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=Q8JLRgXi';select%20pg_sleep(6);%20--%20&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
1168,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1169,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1170,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1171,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=3k5piryI');select%20pg_sleep(6);%20--%20&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
1172,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1173,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1174,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=WndJ6IXj'));select%20pg_sleep(12);%20--%20&message=20&subject=product,1,0,1,1,5,2,0,0,1.0
1175,GET,/static/css/,,0,0,0,0,0,6,0,0,1.0
1176,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1177,GET,/static/app/libs/,,0,0,0,0,0,2,0,0,1.0
1178,GET,/static/css/,,0,0,0,0,0,18,0,0,1.0
1179,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1180,GET,/static/app/controllers/,,0,0,0,0,0,2,0,0,1.0
1181,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1182,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1183,GET,/static/app/,,0,0,0,0,0,6,0,0,1.0
1184,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=g01knOFg&subject=na,0,0,0,0,2,0,0,0,0.9016
1185,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1186,GET,/static/app/,,0,0,0,0,0,18,0,0,1.0
1187,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1188,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b183-183-1%3d0%2b0%2b0%2b1%20--%20&subject=na,0,0,1,0,6,0,0,0,1.0
1189,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1190,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1191,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1192,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1193,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b243-243-1%3d0%2b0%2b0%2b1&subject=na,0,0,0,0,4,0,0,0,1.0
1194,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1195,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1196,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1197,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b708-708-1%3d0%2b0%2b0%2b1%20--%20&subject=na,1,0,1,0,6,0,0,0,1.0
1198,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1199,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1200,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1201,GET,/static/app/partials/,,0,0,0,0,0,6,0,0,1.0
1202,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b99-99-1%3d0%2b0%2b0%2b1%20or%20'co6E2mUE'%3d'&subject=na,4,0,0,0,6,0,0,0,1.0
1203,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1204,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1205,GET,/static/app/services/,,0,0,0,0,0,6,0,0,1.0
1206,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1207,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%22%20OR%202%2b642-642-1%3d0%2b0%2b0%2b1%20--%20&subject=na,0,1,1,0,6,0,0,0,1.0
1208,GET,/static/app/partials/,,0,0,0,0,0,18,0,0,1.0
1209,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1210,GET,/static/app/services/,,0,0,0,0,0,18,0,0,1.0
1211,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1212,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1213,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1214,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=if(now()%3dsysdate()%2csleep(6)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(6)%2c0))OR%22*/&subject=na,2,2,0,14,2,3,0,0,1.0
1215,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1216,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1217,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1218,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1219,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=(select(0)from(select(sleep(6)))v)/*'%2b(select(0)from(select(sleep(6)))v)%2b'%22%2b(select(0)from(select(sleep(6)))v)%2b%22*/&subject=na,2,2,0,15,2,9,0,0,1.0
1220,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1221,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1222,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1223,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1224,GET,/static/app/partials/,,0,0,0,0,0,2,0,0,1.0
1225,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1226,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1;%20waitfor%20delay%20'0:0:9'%20--%20&subject=na,2,0,1,0,7,2,0,0,1.0
1227,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1228,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1229,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1230,GET,/static/app/controllers/,,0,0,0,0,0,2,0,0,1.0
1231,GET,/static/css/,,0,0,0,0,0,4,0,0,1.0
1232,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1233,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1);%20waitfor%20delay%20'0:0:3'%20--%20&subject=na,2,0,1,0,7,2,0,0,1.0
1234,GET,/static/app/libs/,,0,0,0,0,0,6,0,0,1.0
1235,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1236,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1237,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1238,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=1%20waitfor%20delay%20'0:0:6'%20--%20&subject=na,2,0,1,0,7,2,0,0,1.0
1239,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1240,GET,/static/app/libs/,,0,0,0,0,0,18,0,0,1.0
1241,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1242,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1243,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=ZVxibgFk';%20waitfor%20delay%20'0:0:9'%20--%20&subject=na,3,0,1,0,7,2,0,0,1.0
1244,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1245,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1246,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1247,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1248,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1249,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1250,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1251,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1252,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1253,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1;select%20pg_sleep(3);%20--%20&subject=na,0,0,1,1,5,2,0,0,1.0
1254,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1255,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1256,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1257,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1);select%20pg_sleep(6);%20--%20&subject=na,0,0,1,1,5,2,0,0,1.0
1258,GET,/static/app/partials/,,0,0,0,0,0,2,0,0,1.0
1259,GET,/ajax/,,0,0,0,0,0,6,0,0,1.0
1260,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1261,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1));select%20pg_sleep(6);%20--%20&subject=na,0,0,1,1,5,2,0,0,1.0
1262,GET,/ajax/,,0,0,0,0,0,2,0,0,1.0
1263,GET,/static/app/controllers/,,0,0,0,0,0,6,0,0,1.0
1264,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=qefIITXI';select%20pg_sleep(9);%20--%20&subject=na,1,0,1,1,5,2,0,0,1.0
1265,GET,/ajax/,,0,0,0,0,0,18,0,0,1.0
1266,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1267,GET,/static/app/controllers/,,0,0,0,0,0,18,0,0,1.0
1268,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=FJYrJSl0');select%20pg_sleep(9);%20--%20&subject=na,1,0,1,1,5,2,0,0,1.0
1269,GET,/static/app/,,0,0,0,0,0,6,0,0,1.0
1270,GET,/static/app/partials/,,0,0,0,0,0,6,0,0,1.0
1271,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1272,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1273,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1274,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1275,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1276,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1277,GET,/static/app/partials/,,0,0,0,0,0,18,0,0,1.0
1278,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=ur2YfzGO'));select%20pg_sleep(6);%20--%20&subject=na,1,0,1,1,5,2,0,0,1.0
1279,GET,/static/app/,,0,0,0,0,0,18,0,0,1.0
1280,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1281,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1282,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1283,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1284,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1285,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1286,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1287,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1288,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1289,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=1AEnfCti&subject=service,0,0,0,0,2,0,0,0,0.9016
1290,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1291,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1292,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1293,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1294,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1295,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1296,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1297,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b558-558-1%3d0%2b0%2b0%2b1%20--%20&subject=service,0,0,1,0,6,0,0,0,1.0
1298,GET,/static/app/services/,,0,0,0,0,0,6,0,0,1.0
1299,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1300,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1301,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1302,GET,/static/app/partials/,,0,0,0,0,0,2,0,0,1.0
1303,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1304,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b782-782-1%3d0%2b0%2b0%2b1&subject=service,0,0,0,0,4,0,0,0,1.0
1305,GET,/static/app/services/,,0,0,0,0,0,18,0,0,1.0
1306,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1307,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1308,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1309,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b295-295-1%3d0%2b0%2b0%2b1%20--%20&subject=service,1,0,1,0,6,0,0,0,1.0
1310,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1311,GET,/ajax/,,0,0,0,0,0,2,0,0,1.0
1312,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1313,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1314,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1315,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1316,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b553-553-1%3d0%2b0%2b0%2b1%20or%20'caIi55Rd'%3d'&subject=service,4,0,0,0,6,0,0,0,1.0
1317,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1318,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1319,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1320,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%22%20OR%202%2b541-541-1%3d0%2b0%2b0%2b1%20--%20&subject=service,0,1,1,0,6,0,0,0,1.0
1321,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1322,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1323,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1324,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1325,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1326,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=if(now()%3dsysdate()%2csleep(8)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(8)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(8)%2c0))OR%22*/&subject=service,2,2,0,14,2,3,0,0,1.0
1327,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1328,GET,/static/app/libs/,,0,0,0,0,0,6,0,0,1.0
1329,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1330,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1331,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1332,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=(select(0)from(select(sleep(4)))v)/*'%2b(select(0)from(select(sleep(4)))v)%2b'%22%2b(select(0)from(select(sleep(4)))v)%2b%22*/&subject=service,2,2,0,15,2,9,0,0,1.0
1333,GET,/static/app/libs/,,0,0,0,0,0,18,0,0,1.0
1334,GET,/static/app/,,0,0,0,0,0,4,0,0,1.0
1335,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1336,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1337,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1;%20waitfor%20delay%20'0:0:4'%20--%20&subject=service,2,0,1,0,7,2,0,0,1.0
1338,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1339,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1340,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1);%20waitfor%20delay%20'0:0:8'%20--%20&subject=service,2,0,1,0,7,2,0,0,1.0
1341,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1342,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1343,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=1%20waitfor%20delay%20'0:0:8'%20--%20&subject=service,2,0,1,0,7,2,0,0,1.0
1344,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1345,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1346,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=5hp9wWpz';%20waitfor%20delay%20'0:0:12'%20--%20&subject=service,3,0,1,0,7,2,0,0,1.0
1347,GET,/static/app/partials/,,0,0,0,0,0,2,0,0,1.0
1348,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1349,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1350,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1;select%20pg_sleep(12);%20--%20&subject=service,0,0,1,1,5,2,0,0,1.0
1351,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1352,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1353,GET,/ajax/,,0,0,0,0,0,2,0,0,1.0
1354,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1);select%20pg_sleep(4);%20--%20&subject=service,0,0,1,1,5,2,0,0,1.0
1355,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1356,GET,/static/app/controllers/,,0,0,0,0,0,6,0,0,1.0
1357,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1));select%20pg_sleep(4);%20--%20&subject=service,0,0,1,1,5,2,0,0,1.0
1358,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1359,GET,/ajax/,,0,0,0,0,0,6,0,0,1.0
1360,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=2hAIkM1D';select%20pg_sleep(8);%20--%20&subject=service,1,0,1,1,5,2,0,0,1.0
1361,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1362,GET,/static/app/controllers/,,0,0,0,0,0,18,0,0,1.0
1363,GET,/ajax/,,0,0,0,0,0,18,0,0,1.0
1364,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=4AvXZMT1');select%20pg_sleep(12);%20--%20&subject=service,1,0,1,1,5,2,0,0,1.0
1365,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1366,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1367,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1368,GET,/static/app/partials/,,0,0,0,0,0,6,0,0,1.0
1369,GET,/ajax/popular,,0,0,0,0,0,6,0,0,1.0
1370,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1371,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1372,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=Mg9FB60E'));select%20pg_sleep(4);%20--%20&subject=service,1,0,1,1,5,2,0,0,1.0
1373,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1374,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1375,GET,/static/app/partials/,,0,0,0,0,0,18,0,0,1.0
1376,GET,/ajax/popular,,0,0,0,0,0,18,0,0,1.0
1377,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1378,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1379,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1380,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1381,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1382,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1383,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1384,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1385,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=kKcFdcQd&subject=suggestions,0,0,0,0,2,0,0,0,0.9016
1386,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1387,GET,/ajax/,,0,0,0,0,0,4,0,0,1.0
1388,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1389,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1390,GET,/static/app/partials/,,0,0,0,0,0,2,0,0,1.0
1391,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b846-846-1%3d0%2b0%2b0%2b1%20--%20&subject=suggestions,0,0,1,0,6,0,0,0,1.0
1392,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1393,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1394,GET,/static/app/services/,,0,0,0,0,0,6,0,0,1.0
1395,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1396,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%20OR%202%2b614-614-1%3d0%2b0%2b0%2b1&subject=suggestions,0,0,0,0,4,0,0,0,1.0
1397,GET,/ajax/,,0,0,0,0,0,2,0,0,1.0
1398,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1399,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1400,GET,/static/app/services/,,0,0,0,0,0,18,0,0,1.0
1401,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1402,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b477-477-1%3d0%2b0%2b0%2b1%20--%20&subject=suggestions,1,0,1,0,6,0,0,0,1.0
1403,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1404,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1405,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1'%20OR%202%2b175-175-1%3d0%2b0%2b0%2b1%20or%20'D4YHAQtu'%3d'&subject=suggestions,4,0,0,0,6,0,0,0,1.0
1406,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1407,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1408,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1409,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1%22%20OR%202%2b596-596-1%3d0%2b0%2b0%2b1%20--%20&subject=suggestions,0,1,1,0,6,0,0,0,1.0
1410,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1411,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1412,GET,/static/app/controllers/,,0,0,0,0,0,4,0,0,1.0
1413,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=if(now()%3dsysdate()%2csleep(15)%2c0)/*'XOR(if(now()%3dsysdate()%2csleep(15)%2c0))OR'%22XOR(if(now()%3dsysdate()%2csleep(15)%2c0))OR%22*/&subject=suggestions,2,2,0,14,2,3,0,0,1.0
1414,GET,/static/app/libs/,,0,0,0,0,0,6,0,0,1.0
1415,GET,/static/app/services/,,0,0,0,0,0,2,0,0,1.0
1416,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1417,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1418,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1419,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=(select(0)from(select(sleep(5)))v)/*'%2b(select(0)from(select(sleep(5)))v)%2b'%22%2b(select(0)from(select(sleep(5)))v)%2b%22*/&subject=suggestions,2,2,0,15,2,9,0,0,1.0
1420,GET,/static/app/libs/,,0,0,0,0,0,18,0,0,1.0
1421,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1422,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1423,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1424,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1;%20waitfor%20delay%20'0:0:10'%20--%20&subject=suggestions,2,0,1,0,7,2,0,0,1.0
1425,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1426,GET,/ajax/popular,,0,0,0,0,0,4,0,0,1.0
1427,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1428,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1429,POST,/contact,address=3137%20Laguna%20Street&firstName=pbwerxmf&lastName=pbwerxmf&message=-1);%20waitfor%20delay%20'0:0:10'%20--%20&subject=suggestions,2,0,1,0,7,2,0,0,1.0
1430,GET,/static/app/services/,,0,0,0,0,0,4,0,0,1.0
1431,GET,/static/app/libs/,,0,0,0,0,0,4,0,0,1.0
1432,GET,/static/app/partials/,,0,0,0,0,0,4,0,0,1.0
1433,GET,/ajax/,,0,0,0,0,0,6,0,0,1.0
